19	2	200	200	150
5581450	4645921
0	0	0	30	41	39	0	1	1	0	0	0
0	0	39	30	41	78	0	1	1	0	0	0
0	0	78	30	41	117	0	1	1	0	0	0
0	41	0	30	82	39	0	1	1	0	0	0
0	41	39	30	82	78	0	1	1	0	0	0
0	41	78	30	82	117	0	1	1	0	0	0
0	82	0	30	123	39	0	1	1	0	0	0
0	82	39	30	123	78	0	1	1	0	0	0
0	82	78	30	123	117	0	1	1	0	0	0
0	123	0	30	164	39	0	1	1	0	0	0
0	123	39	30	164	78	0	1	1	0	0	0
0	123	78	30	164	117	0	1	1	0	0	0
0	0	117	25	20	125	14	2	1	0	0	0
0	0	125	25	20	133	14	2	1	0	0	0
0	0	133	25	20	141	14	2	1	0	0	0
0	0	141	25	20	149	14	2	1	0	0	0
0	20	117	25	40	125	14	2	1	0	0	0
0	20	125	25	40	133	14	2	1	0	0	0
0	20	133	25	40	141	14	2	1	0	0	0
0	20	141	25	40	149	14	2	1	0	0	0
0	40	117	25	60	125	14	2	1	0	0	0
0	40	125	25	60	133	14	2	1	0	0	0
0	40	133	25	60	141	14	2	1	0	0	0
0	40	141	25	60	149	14	2	1	0	0	0
0	60	117	25	80	125	14	2	1	0	0	0
0	60	125	25	80	133	14	2	1	0	0	0
0	60	133	25	80	141	14	2	1	0	0	0
0	60	141	25	80	149	14	2	1	0	0	0
0	80	117	25	100	125	14	2	1	0	0	0
0	80	125	25	100	133	14	2	1	0	0	0
0	80	133	25	100	141	14	2	1	0	0	0
0	80	141	25	100	149	14	2	1	0	0	0
0	100	117	25	120	125	14	2	1	0	0	0
0	100	125	25	120	133	14	2	1	0	0	0
0	100	133	25	120	141	14	2	1	0	0	0
0	100	141	25	120	149	14	2	1	0	0	0
0	120	117	25	140	125	14	2	1	0	0	0
0	120	125	25	140	133	14	2	1	0	0	0
0	120	133	25	140	141	14	2	1	0	0	0
0	120	141	25	140	149	14	2	1	0	0	0
0	140	117	25	160	125	14	2	1	0	0	0
0	140	125	25	160	133	14	2	1	0	0	0
0	140	133	25	160	141	14	2	1	0	0	0
0	140	141	25	160	149	14	2	1	0	0	0
0	182	0	18	200	22	16	3	1	0	0	0
0	182	22	18	200	44	16	3	1	0	0	0
0	182	44	18	200	66	16	3	1	0	0	0
0	182	66	18	200	88	16	3	1	0	0	0
0	182	88	18	200	110	16	3	1	0	0	0
0	182	110	18	200	132	16	3	1	0	0	0
18	182	0	36	200	22	16	3	1	0	0	0
18	182	22	36	200	44	16	3	1	0	0	0
18	182	44	36	200	66	16	3	1	0	0	0
18	182	66	36	200	88	16	3	1	0	0	0
18	182	88	36	200	110	16	3	1	0	0	0
18	182	110	36	200	132	16	3	1	0	0	0
36	182	0	54	200	22	16	3	1	0	0	0
36	182	22	54	200	44	16	3	1	0	0	0
36	182	44	54	200	66	16	3	1	0	0	0
36	182	66	54	200	88	16	3	1	0	0	0
36	182	88	54	200	110	16	3	1	0	0	0
36	182	110	54	200	132	16	3	1	0	0	0
54	182	0	72	200	22	16	3	1	0	0	0
54	182	22	72	200	44	16	3	1	0	0	0
54	182	44	72	200	66	16	3	1	0	0	0
54	182	66	72	200	88	16	3	1	0	0	0
54	182	88	72	200	110	16	3	1	0	0	0
54	182	110	72	200	132	16	3	1	0	0	0
72	182	0	90	200	22	16	3	1	0	0	0
72	182	22	90	200	44	16	3	1	0	0	0
72	182	44	90	200	66	16	3	1	0	0	0
72	182	66	90	200	88	16	3	1	0	0	0
72	182	88	90	200	110	16	3	1	0	0	0
72	182	110	90	200	132	16	3	1	0	0	0
90	182	0	108	200	22	16	3	1	0	0	0
90	182	22	108	200	44	16	3	1	0	0	0
90	182	44	108	200	66	16	3	1	0	0	0
90	182	66	108	200	88	16	3	1	0	0	0
90	182	88	108	200	110	16	3	1	0	0	0
90	182	110	108	200	132	16	3	1	0	0	0
108	182	0	126	200	22	16	3	1	0	0	0
108	182	22	126	200	44	16	3	1	0	0	0
108	182	44	126	200	66	16	3	1	0	0	0
108	182	66	126	200	88	16	3	1	0	0	0
108	182	88	126	200	110	16	3	1	0	0	0
108	182	110	126	200	132	16	3	1	0	0	0
126	182	0	144	200	22	16	3	1	0	0	0
126	182	22	144	200	44	16	3	1	0	0	0
126	182	44	144	200	66	16	3	1	0	0	0
126	182	66	144	200	88	16	3	1	0	0	0
126	182	88	144	200	110	16	3	1	0	0	0
126	182	110	144	200	132	16	3	1	0	0	0
144	182	0	162	200	22	16	3	1	0	0	0
144	182	22	162	200	44	16	3	1	0	0	0
144	182	44	162	200	66	16	3	1	0	0	0
144	182	66	162	200	88	16	3	1	0	0	0
144	182	88	162	200	110	16	3	1	0	0	0
144	182	110	162	200	132	16	3	1	0	0	0
162	182	0	180	200	22	16	3	1	0	0	0
162	182	22	180	200	44	16	3	1	0	0	0
162	182	44	180	200	66	16	3	1	0	0	0
162	182	66	180	200	88	16	3	1	0	0	0
162	182	88	180	200	110	16	3	1	0	0	0
162	182	110	180	200	132	16	3	1	0	0	0
180	182	0	198	200	22	16	3	1	0	0	0
180	182	22	198	200	44	16	3	1	0	0	0
180	182	44	198	200	66	16	3	1	0	0	0
180	182	66	198	200	88	16	3	1	0	0	0
180	182	88	198	200	110	16	3	1	0	0	0
180	182	110	198	200	132	16	3	1	0	0	0
0	185	132	20	200	137	9	4	1	0	0	0
0	185	137	20	200	142	9	4	1	0	0	0
0	185	142	20	200	147	9	4	1	0	0	0
20	185	132	40	200	137	9	4	1	0	0	0
20	185	137	40	200	142	9	4	1	0	0	0
20	185	142	40	200	147	9	4	1	0	0	0
40	185	132	60	200	137	9	4	1	0	0	0
40	185	137	60	200	142	9	4	1	0	0	0
