20	2	220	243	227
10807466	5285273
0	0	0	38	43	35	14	1	1	0	0	0
0	0	35	38	43	70	14	1	1	0	0	0
0	0	70	38	43	105	14	1	1	0	0	0
0	0	105	38	43	140	14	1	1	0	0	0
0	0	140	38	43	175	14	1	1	0	0	0
0	0	175	38	43	210	14	1	1	0	0	0
38	0	0	76	43	35	14	1	1	0	0	0
38	0	35	76	43	70	14	1	1	0	0	0
38	0	70	76	43	105	14	1	1	0	0	0
38	0	105	76	43	140	14	1	1	0	0	0
38	0	140	76	43	175	14	1	1	0	0	0
38	0	175	76	43	210	14	1	1	0	0	0
76	0	0	114	43	35	14	1	1	0	0	0
76	0	35	114	43	70	14	1	1	0	0	0
76	0	70	114	43	105	14	1	1	0	0	0
76	0	105	114	43	140	14	1	1	0	0	0
76	0	140	114	43	175	14	1	1	0	0	0
76	0	175	114	43	210	14	1	1	0	0	0
114	0	0	152	43	35	14	1	1	0	0	0
114	0	35	152	43	70	14	1	1	0	0	0
114	0	70	152	43	105	14	1	1	0	0	0
114	0	105	152	43	140	14	1	1	0	0	0
114	0	140	152	43	175	14	1	1	0	0	0
114	0	175	152	43	210	14	1	1	0	0	0
152	0	0	190	43	35	14	1	1	0	0	0
152	0	35	190	43	70	14	1	1	0	0	0
152	0	70	190	43	105	14	1	1	0	0	0
152	0	105	190	43	140	14	1	1	0	0	0
152	0	140	190	43	175	14	1	1	0	0	0
152	0	175	190	43	210	14	1	1	0	0	0
0	202	0	30	243	39	0	2	1	0	0	0
0	202	39	30	243	78	0	2	1	0	0	0
0	202	78	30	243	117	0	2	1	0	0	0
30	202	0	60	243	39	0	2	1	0	0	0
30	202	39	60	243	78	0	2	1	0	0	0
30	202	78	60	243	117	0	2	1	0	0	0
60	202	0	90	243	39	0	2	1	0	0	0
60	202	39	90	243	78	0	2	1	0	0	0
60	202	78	90	243	117	0	2	1	0	0	0
90	202	0	120	243	39	0	2	1	0	0	0
90	202	39	120	243	78	0	2	1	0	0	0
90	202	78	120	243	117	0	2	1	0	0	0
120	202	0	150	243	39	0	2	1	0	0	0
120	202	39	150	243	78	0	2	1	0	0	0
120	202	78	150	243	117	0	2	1	0	0	0
150	202	0	180	243	39	0	2	1	0	0	0
150	202	39	180	243	78	0	2	1	0	0	0
150	202	78	180	243	117	0	2	1	0	0	0
180	202	0	210	243	39	0	2	1	0	0	0
180	202	39	210	243	78	0	2	1	0	0	0
180	202	78	210	243	117	0	2	1	0	0	0
0	143	0	39	202	36	5	3	1	0	0	0
0	143	36	39	202	72	5	3	1	0	0	0
0	143	72	39	202	108	5	3	1	0	0	0
0	143	108	39	202	144	5	3	1	0	0	0
0	143	144	39	202	180	5	3	1	0	0	0
0	143	180	39	202	216	5	3	1	0	0	0
39	143	0	78	202	36	5	3	1	0	0	0
39	143	36	78	202	72	5	3	1	0	0	0
39	143	72	78	202	108	5	3	1	0	0	0
39	143	108	78	202	144	5	3	1	0	0	0
39	143	144	78	202	180	5	3	1	0	0	0
39	143	180	78	202	216	5	3	1	0	0	0
78	143	0	117	202	36	5	3	1	0	0	0
78	143	36	117	202	72	5	3	1	0	0	0
78	143	72	117	202	108	5	3	1	0	0	0
78	143	108	117	202	144	5	3	1	0	0	0
78	143	144	117	202	180	5	3	1	0	0	0
78	143	180	117	202	216	5	3	1	0	0	0
117	143	0	156	202	36	5	3	1	0	0	0
117	143	36	156	202	72	5	3	1	0	0	0
117	143	72	156	202	108	5	3	1	0	0	0
117	143	108	156	202	144	5	3	1	0	0	0
117	143	144	156	202	180	5	3	1	0	0	0
117	143	180	156	202	216	5	3	1	0	0	0
156	143	0	195	202	36	5	3	1	0	0	0
156	143	36	195	202	72	5	3	1	0	0	0
156	143	72	195	202	108	5	3	1	0	0	0
156	143	108	195	202	144	5	3	1	0	0	0
156	143	144	195	202	180	5	3	1	0	0	0
156	143	180	195	202	216	5	3	1	0	0	0
0	224	117	29	243	136	12	4	1	0	0	0
0	224	136	29	243	155	12	4	1	0	0	0
0	224	155	29	243	174	12	4	1	0	0	0
0	224	174	29	243	193	12	4	1	0	0	0
0	224	193	29	243	212	12	4	1	0	0	0
29	224	117	58	243	136	12	4	1	0	0	0
29	224	136	58	243	155	12	4	1	0	0	0
29	224	155	58	243	174	12	4	1	0	0	0
29	224	174	58	243	193	12	4	1	0	0	0
29	224	193	58	243	212	12	4	1	0	0	0
58	224	117	87	243	136	12	4	1	0	0	0
58	224	136	87	243	155	12	4	1	0	0	0
58	224	155	87	243	174	12	4	1	0	0	0
58	224	174	87	243	193	12	4	1	0	0	0
58	224	193	87	243	212	12	4	1	0	0	0
87	224	117	116	243	136	12	4	1	0	0	0
87	224	136	116	243	155	12	4	1	0	0	0
87	224	155	116	243	174	12	4	1	0	0	0
87	224	174	116	243	193	12	4	1	0	0	0
87	224	193	116	243	212	12	4	1	0	0	0
116	224	117	145	243	136	12	4	1	0	0	0
116	224	136	145	243	155	12	4	1	0	0	0
116	224	155	145	243	174	12	4	1	0	0	0
116	224	174	145	243	193	12	4	1	0	0	0
116	224	193	145	243	212	12	4	1	0	0	0
145	224	117	174	243	136	12	4	1	0	0	0
145	224	136	174	243	155	12	4	1	0	0	0
145	224	155	174	243	174	12	4	1	0	0	0
145	224	174	174	243	193	12	4	1	0	0	0
145	224	193	174	243	212	12	4	1	0	0	0
174	224	117	203	243	136	12	4	1	0	0	0
174	224	136	203	243	155	12	4	1	0	0	0
174	224	155	203	243	174	12	4	1	0	0	0
174	224	174	203	243	193	12	4	1	0	0	0
174	224	193	203	243	212	12	4	1	0	0	0
0	232	212	11	243	225	9	5	1	0	0	0
11	232	212	22	243	225	9	5	1	0	0	0
22	232	212	33	243	225	9	5	1	0	0	0
33	232	212	44	243	225	9	5	1	0	0	0
44	232	212	55	243	225	9	5	1	0	0	0
55	232	212	66	243	225	9	5	1	0	0	0
66	232	212	77	243	225	9	5	1	0	0	0
77	232	212	88	243	225	9	5	1	0	0	0
88	232	212	99	243	225	9	5	1	0	0	0
99	232	212	110	243	225	9	5	1	0	0	0
110	232	212	121	243	225	9	5	1	0	0	0
121	232	212	132	243	225	9	5	1	0	0	0
132	232	212	143	243	225	9	5	1	0	0	0
143	232	212	154	243	225	9	5	1	0	0	0
154	232	212	165	243	225	9	5	1	0	0	0
165	232	212	176	243	225	9	5	1	0	0	0
176	232	212	187	243	225	9	5	1	0	0	0
187	232	212	198	243	225	9	5	1	0	0	0
